Search Query,Bike Name,Price,Section Title,Section Data
KTM bike,KTM RC 390,"Rs.10,584",Underpinnings,"{'Suspension Front': 'WP APEX 43', 'Suspension Rear': 'WP APEX - Monoshock', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-110/70-17, Rear :-150/60-17', 'Wheel Size': 'Front :-431.8 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Steel trellis frame, powder coated', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM RC 390,"Rs.10,584",App Features,{'Low battery alert': 'Yes'}
KTM bike,KTM RC 125,"Rs.6,224",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '124.7 cc', 'Max Torque': '12 Nm at 8000 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Wet multi-disc clutch, mechanically actuated', 'Gear Box': '6 Speed', 'Bore': '58 mm', 'Stroke': '47.2 mm', 'Compression Ratio': '12.8:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM RC 125,"Rs.6,224",Features,"{'Instrument Console': 'Digital', 'Speedometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Supermoto ABS, Lubrication - Forced, Wet sump, Sub Frame - Newly engineered bolt-on subframe, View Gear Position in Display, Set Your Shift & Rpm, View DTE, Averegr Speed, Fuel Consumption', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM RC 125,"Rs.6,224",Features and Safety,"{'Speedometer': 'Digital', 'Odometer': 'Digital', 'Tripmeter': 'Digital', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'Supermoto ABS, Lubrication - Forced, Wet sump, Sub Frame - Newly engineered bolt-on subframe, View Gear Position in Display, Set Your Shift & Rpm, View DTE, Averegr Speed, Fuel Consumption', 'Passenger Footrest': 'Yes', 'Display': 'New LCD Dash Display'}"
KTM bike,KTM RC 125,"Rs.6,224",Mileage and Performance,{'Overall Mileage': '41 kmpl'}
KTM bike,KTM RC 125,"Rs.6,224",Chassis and Suspension,"{'Body Type': 'Sports Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM RC 125,"Rs.6,224",Dimensions and Capacity,"{'Fuel Capacity': '13.7 L', 'Saddle Height': '835 mm', 'Ground Clearance': '158 mm', 'Kerb Weight': '160 kg'}"
KTM bike,KTM RC 125,"Rs.6,224",Electricals,"{'Headlight': 'Halogen', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'DRLs': 'Yes', 'Pilot Lamps': 'LED Pilot Lamps'}"
KTM bike,KTM RC 125,"Rs.6,224",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm', 'Radial Tyre': 'Yes'}"
KTM bike,KTM RC 125,"Rs.6,224",Motor & Battery,"{'Peak Power': '14.5 PS @ 9250 rpm', 'Drive Type': 'Chain Drive', 'Battery Type': 'Lead Acid', 'Transmission': 'Manual'}"
KTM bike,KTM RC 125,"Rs.6,224",Underpinnings,"{'Suspension Front': 'WP APEX USD forks, 43 mm diameter', 'Suspension Rear': 'WP APEX Monoshock, 10 step adjustable', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame (Tubular)', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Engine and Transmission,"{'Displacement': '373.27 cc', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Slipper clutch', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Features,"{'Additional Features Of Variant': 'Cornering ABS, Off-Road ABS, My Ride connectivity, Ride-by-Wire', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Features and Safety,"{'Riding Modes': 'Off-Road,Street', 'Traction Control': 'Yes', 'Quick Shifter': 'Yes', 'Additional Features': 'Cornering ABS, Off-Road ABS, My Ride connectivity, Ride-by-Wire', 'Passenger Footrest': 'Yes', 'Display': '5” color TFT-display'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Mileage and Performance,{'Overall Mileage': '30 kmpl'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Chassis and Suspension,{'Body Graphics': 'Yes'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Dimensions and Capacity,{'Fuel Capacity': '14.5 L'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED'}"
KTM bike,KTM 390 Adventure,"Rs.11,385",Motor & Battery,{'Transmission': 'Manual'}
KTM bike,KTM 390 Adventure,"Rs.11,385",Underpinnings,"{'Suspension Front': 'Fully adjustable WP APEX', 'Suspension Rear': 'Mono-Shock For Pre-Load Adjustability', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'Wheel Size': 'Front :-431.8 mm,Rear :-482.6 mm', 'Wheels Type': 'Spoke Wheels'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Engine and Transmission,"{'Engine Type': 'Single Cylinder, Liquid Cooled, DOHC, FI Engine', 'Displacement': '248.76 cc', 'Max Torque': '24 Nm @7500 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'Slipper Clutch', 'Gear Box': '6 Speed', 'Bore': '72 mm', 'Stroke': '61.1 mm', 'Compression Ratio': '12.5:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Features,"{'Instrument Console': 'Digital', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Offroad ABS, Slipper clutch, 12V socket, Gear Indicator', 'Seat Type': 'Split', 'Body Graphics': 'Yes', 'Clock': 'Yes', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Features and Safety,"{'Clock': 'Yes', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'Lubrication - Wet Sump, Forced, Sub Frame - Bolt on sub-frame, Rider Aids - Offroad ABS, Slipper clutch, 12V socket, Gear Indicator', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Display': 'LCD dash display'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Mileage and Performance,"{'City Mileage': '38.12 kmpl', 'Highway Mileage': '35.63 kmpl', 'Acceleration (0-80 Kmph)': '6.91s', 'Acceleration (0-100 Kmph)': '10.54s', 'Roll-ons (30-70 kmph)': '5.36s', 'Roll-ons (40-80 kmph)': '7.32s', 'Braking (60-0 Kmph)': '16.67m', 'Braking (80-0 Kmph)': '30.37m', 'Braking (100-0 Kmph)': '49.11m'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Chassis and Suspension,"{'Body Type': 'Adventure Tourer Bikes, Off Road Bikes', 'Body Graphics': 'Yes'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Dimensions and Capacity,"{'Fuel Capacity': '14.5 L', 'Saddle Height': '855 mm', 'Ground Clearance': '200 mm', 'Wheelbase': '1430 mm', 'Dry Weight': '156 kg', 'Kerb Weight': '177 kg'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Electricals,"{'Headlight': 'Halogen', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'DRLs': 'Yes', 'LED Tail Lights': 'Yes', 'Low Fuel Indicator': 'Yes', 'Pilot Lamps': 'LED Pilot Lamps'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Performance,{'0-100 Kmph (sec)': '10.54s'}
KTM bike,KTM 250 Adventure,"Rs.8,194",Motor & Battery,"{'Peak Power': '30 PS @ 9000 rpm', 'Drive Type': 'Chain Drive', 'Battery Type': 'Lead Acid', 'Transmission': 'Manual'}"
KTM bike,KTM 250 Adventure,"Rs.8,194",Underpinnings,"{'Suspension Front': 'WP APEX USD forks, 43 mm diameter', 'Suspension Rear': 'WP APEX Monoshock, 177 mm travel', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Wheel Size': 'Front :-482.6 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Split-Trellis frame (Tubular)', 'Tubeless Tyre': 'Tubeless'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Engine and Transmission,"{'Engine Type': 'Single Cylinder, 4-stroke, 4 V DOHC Engine', 'Displacement': '373 cc', 'Max Torque': '37 Nm @ 7000 rpm', 'No. of Cylinders': '1', 'Cooling System': 'Liquid Cooled', 'Valve Per Cylinder': '4', 'Starting': 'Self Start Only', 'Fuel Supply': 'Fuel Injection', 'Clutch': 'PASC Slipper Clutch, Mechanically Operated', 'Gear Box': '6 Speed', 'Bore': '89 mm', 'Stroke': '60 mm', 'Compression Ratio': '12.6:1', 'Emission Type': 'bs6-2.0'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Features,"{'Bluetooth Connectivity': 'Bluetooth', 'Speedometer': 'Digital', 'Techometer': 'Digital', 'Tripmeter': 'Digital', 'Odometer': 'Digital', 'Additional Features Of Variant': 'Toothed Footpegs, Turn-by-turn navigation (Optional),', 'Seat Type': 'Split', 'Clock': 'Digital', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Features and Safety,"{'Pass Switch': 'Yes', 'Clock': 'Digital', 'Riding Modes': 'Off-Road,Street,Yes', 'Traction Control': 'Yes', 'Quick Shifter': 'Yes', 'Adjustable Windscreen': 'Yes', 'Additional Features': 'Toothed Footpegs, Turn-by-turn navigation (Optional),', 'Stepup Seat': 'Yes', 'Passenger Footrest': 'Yes', 'Engine Kill Switch': 'Yes', 'Display': 'TFT'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Mileage and Performance,{'Overall Mileage': '30 kmpl'}
KTM bike,KTM 390 Adventure X,"Rs.9,531",Chassis and Suspension,"{'Body Type': 'Adventure Tourer Bikes, Off Road Bikes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Dimensions and Capacity,"{'Width': '900 mm', 'Length': '2154 mm', 'Height': '1400 mm', 'Fuel Capacity': '14.5 L', 'Saddle Height': '855 mm', 'Ground Clearance': '200 mm', 'Wheelbase': '1430 mm', 'Dry Weight': '162 kg'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Electricals,"{'Headlight': 'LED', 'Tail Light': 'LED', 'Turn Signal Lamp': 'LED', 'LED Tail Lights': 'Yes'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Tyres and Brakes,"{'Front Brake Diameter': '320 mm', 'Rear Brake Diameter': '230 mm'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Motor & Battery,"{'Peak Power': '43.5 PS @ 9000 rpm', 'Drive Type': 'Chain Drive', 'Transmission': 'Manual'}"
KTM bike,KTM 390 Adventure X,"Rs.9,531",Underpinnings,"{'Suspension Front': 'WP Apex 43 mm Upside Down', 'Suspension Rear': 'WP Apex Shock Absorber', 'Brakes Front': 'Disc', 'Brakes Rear': 'Disc', 'ABS': 'Dual Channel', 'Tyre Size': 'Front :-100/90-19, Rear :- 130/80-17', 'Wheel Size': 'Front :-482.6 mm,Rear :-431.8 mm', 'Wheels Type': 'Alloy', 'Frame': 'Steel Trellis Frame, Powder Coated', 'Tubeless Tyre': 'Tubeless'}"
