Bike Name,Price,Feature,Value,Section Title
Aprilia SR 125,1.25 Lakh,Wheel Size,"Front :-355.6 mm, Rear :-355.6 mm",Underpinnings
Aprilia SR 125,1.25 Lakh,Wheels Type,Alloy,Underpinnings
Aprilia SR 125,1.25 Lakh,Frame,Tubular chassis with open single cradle,Underpinnings
Aprilia SR 125,1.25 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Aprilia RS 660,13.39 Lakh,Engine Type,"4-stroke, liquid cooled, twin-cylinder DOHC engine",Engine and Transmission
Aprilia RS 660,13.39 Lakh,Max Torque,67 Nm @ 8500 rpm,Engine and Transmission
Aprilia RS 660,13.39 Lakh,No. of Cylinders,2,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Valve Per Cylinder,4,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Starting,Self Start Only,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Clutch,Multi-plate wet clutch with mechanical slip system,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Ignition,Electric,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Gear Box,6 speed,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Bore,81 mm,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Stroke,63.93 mm,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Compression Ratio,13.5:1,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Aprilia RS 660,13.39 Lakh,Instrument Console,Digital,Features
Aprilia RS 660,13.39 Lakh,Cruise Control,Yes,Features
Aprilia RS 660,13.39 Lakh,Speedometer,Digital,Features
Aprilia RS 660,13.39 Lakh,Additional Features Of Variant,"Wheelie control, Engine braking, Engine maps",Features
Aprilia RS 660,13.39 Lakh,Seat Type,Split,Features
Aprilia RS 660,13.39 Lakh,Speedometer,Digital,Features and Safety
Aprilia RS 660,13.39 Lakh,Pass Switch,Yes,Features and Safety
Aprilia RS 660,13.39 Lakh,Riding Modes,Yes,Features and Safety
Aprilia RS 660,13.39 Lakh,Traction Control,Yes,Features and Safety
Aprilia RS 660,13.39 Lakh,Quick Shifter,Yes,Features and Safety
Aprilia RS 660,13.39 Lakh,Additional Features,"Wheelie control, Engine braking, Engine maps",Features and Safety
Aprilia RS 660,13.39 Lakh,Overall Mileage,20.4 kmpl,Mileage and Performance
Aprilia RS 660,13.39 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Aprilia RS 660,13.39 Lakh,Fuel Capacity,15 L,Dimensions and Capacity
Aprilia RS 660,13.39 Lakh,Headlight,LED,Electricals
Aprilia RS 660,13.39 Lakh,Tail Light,LED,Electricals
Aprilia RS 660,13.39 Lakh,Turn Signal Lamp,LED,Electricals
Aprilia RS 660,13.39 Lakh,Low Battery Indicator,Yes,Electricals
Aprilia RS 660,13.39 Lakh,Low Fuel Indicator,Yes,Electricals
Aprilia RS 660,13.39 Lakh,Front Brake Diameter,320 mm,Tyres and Brakes
Aprilia RS 660,13.39 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Aprilia RS 660,13.39 Lakh,Peak Power,100 PS @ 10500 rpm,Motor & Battery
Aprilia RS 660,13.39 Lakh,Drive Type,Chain Drive,Motor & Battery
Aprilia RS 660,13.39 Lakh,Transmission,Manual,Motor & Battery
Aprilia RS 660,13.39 Lakh,Suspension Front,"Kayaba 41-mm stanchion fork, aluminium radial calliper mounting bracket. Adjustable spring preload and rebound damping. 120 mm wheel travel.",Underpinnings
Aprilia RS 660,13.39 Lakh,Suspension Rear,"Aluminium asymmetric swingarm. Adjustable monoshock in spring reload, rebound braking. 130-mm wheel travel.",Underpinnings
Aprilia RS 660,13.39 Lakh,Brakes Front,Disc,Underpinnings
Aprilia RS 660,13.39 Lakh,Brakes Rear,Disc,Underpinnings
Aprilia RS 660,13.39 Lakh,ABS,Dual Channel,Underpinnings
Aprilia RS 660,13.39 Lakh,Wheels Type,Alloy,Underpinnings
Aprilia RS 660,13.39 Lakh,Frame,Aluminium dual beam chassis with removable seat support subframe,Underpinnings
Aprilia RS 660,13.39 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Aprilia RS 660,13.39 Lakh,Low battery alert,Yes,App Features
Aprilia SXR 160,1.46 Lakh,Engine Type,"Single cylinder, 4 Stroke,SOHC 3 valve",Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Max Torque,12.13 Nm @ 5400 rpm,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,No. of Cylinders,1,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Cooling System,Air Cooled,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Valve Per Cylinder,3,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Starting,Kick and Self Start,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Clutch,Self Ventilating Dry - Centrifugal Clutch,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Ignition,Electronic EMS,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Gear Box,CVT,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Bore,58 mm,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Stroke,60.6 mm,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Compression Ratio,8.8:1,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Aprilia SXR 160,1.46 Lakh,Instrument Console,Digital,Features
Aprilia SXR 160,1.46 Lakh,USB Charging Port,Yes,Features
Aprilia SXR 160,1.46 Lakh,Speedometer,Digital,Features
Aprilia SXR 160,1.46 Lakh,Techometer,Digital,Features
Aprilia SXR 160,1.46 Lakh,Tripmeter,Digital,Features
Aprilia SXR 160,1.46 Lakh,Odometer,Digital,Features
Aprilia SXR 160,1.46 Lakh,Seat Type,Single,Features
Aprilia SXR 160,1.46 Lakh,Body Graphics,Yes,Features
Aprilia SXR 160,1.46 Lakh,Clock,Yes,Features
Aprilia SXR 160,1.46 Lakh,Passenger Backrest,Yes,Features
Aprilia SXR 160,1.46 Lakh,Passenger Footrest,Yes,Features
Aprilia SXR 160,1.46 Lakh,Carry hook,Yes,Features
Aprilia SXR 160,1.46 Lakh,Underseat storage,Yes,Features
Aprilia SXR 160,1.46 Lakh,Service Due Indicator,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Pass Switch,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Clock,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Carry Hook,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Passenger Footrest,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Real Time Mileage Indicator,Yes,Features and Safety
Aprilia SXR 160,1.46 Lakh,Overall Mileage,35 kmpl,Mileage and Performance
Aprilia SXR 160,1.46 Lakh,Body Graphics,Yes,Chassis and Suspension
Aprilia SXR 160,1.46 Lakh,Width,803 mm,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Length,1963 mm,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Height,1205 mm,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Fuel Capacity,7 L,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Wheelbase,1361 mm,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Kerb Weight,129 kg,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Additional Storage,Yes,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Engine Oil,800 ml,Dimensions and Capacity
Aprilia SXR 160,1.46 Lakh,Headlight,LED,Electricals
Aprilia SXR 160,1.46 Lakh,Tail Light,LED,Electricals
Aprilia SXR 160,1.46 Lakh,Turn Signal Lamp,LED,Electricals
Aprilia SXR 160,1.46 Lakh,Low Fuel Indicator,Yes,Electricals
Aprilia SXR 160,1.46 Lakh,Front Brake Diameter,220 mm,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Rear Brake Diameter,140 mm,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Front Tyre Pressure (Rider),1.8 kg/cm2 / 26 psi,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Front Tyre Pressure (Rider & Pillion),1.8 kg/cm2 / 26 psi,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Rear Tyre Pressure (Rider),2.0 kg/cm2 / 29 psi,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Rear Tyre Pressure (Rider & Pillion),2.2 kg/cm2 / 32 psi,Tyres and Brakes
Aprilia SXR 160,1.46 Lakh,Top Speed,93 kmph,Performance
Aprilia SXR 160,1.46 Lakh,Peak Power,11.09 PS @ 7200 rpm,Motor & Battery
Aprilia SXR 160,1.46 Lakh,Drive Type,Belt Drive,Motor & Battery
Aprilia SXR 160,1.46 Lakh,Battery Type,Lead Acid,Motor & Battery
Aprilia SXR 160,1.46 Lakh,Transmission,Automatic,Motor & Battery
Aprilia SXR 160,1.46 Lakh,Suspension Front,Telescopic,Underpinnings
Aprilia SXR 160,1.46 Lakh,Suspension Rear,Hydraulic Shock absorber with five position adjustable,Underpinnings
Aprilia SXR 160,1.46 Lakh,Brakes Front,Disc,Underpinnings
Aprilia SXR 160,1.46 Lakh,Brakes Rear,Drum,Underpinnings
Aprilia SXR 160,1.46 Lakh,ABS,Single Channel,Underpinnings
Aprilia SXR 160,1.46 Lakh,Tyre Size,"Front :-120/70-12, Rear :- 120/70-12",Underpinnings
Aprilia SXR 160,1.46 Lakh,Wheel Size,"Front :-304.8 mm, Rear :-304.8 mm",Underpinnings
Aprilia SXR 160,1.46 Lakh,Wheels Type,Alloy,Underpinnings
Aprilia SXR 160,1.46 Lakh,Frame,Tubular chassis with open single cradle,Underpinnings
Aprilia SXR 160,1.46 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Aprilia RSV4,23.69 Lakh,Engine Type,"4-stroke, liquid cooled, twin-cylinder DOHC engine",Engine and Transmission
Aprilia RSV4,23.69 Lakh,Max Torque,125 Nm @ 10500 rpm,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Starting,Self Start Only,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Clutch,Multi plate wet clutch with mechanical slipper system,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Gear Box,6 speed,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Bore,81 mm,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Stroke,53.32 mm,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Compression Ratio,13.6:1,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Aprilia RSV4,23.69 Lakh,Instrument Console,Digital,Features
Aprilia RSV4,23.69 Lakh,Cruise Control,Yes,Features
Aprilia RSV4,23.69 Lakh,Speedometer,Digital,Features
Aprilia RSV4,23.69 Lakh,Techometer,Digital,Features
Aprilia RSV4,23.69 Lakh,Tripmeter,Digital,Features
Aprilia RSV4,23.69 Lakh,Additional Features Of Variant,"Wheelie Control, Ride Control, Engine brake control, Launch control, Speed limiter",Features
Aprilia RSV4,23.69 Lakh,Seat Type,Split,Features
Aprilia RSV4,23.69 Lakh,Speedometer,Digital,Features and Safety
Aprilia RSV4,23.69 Lakh,Tachometer,Digital,Features and Safety
Aprilia RSV4,23.69 Lakh,Tripmeter,Digital,Features and Safety
Aprilia RSV4,23.69 Lakh,Fuel Gauge,Digital,Features and Safety
Aprilia RSV4,23.69 Lakh,Riding Modes,Yes,Features and Safety
Aprilia RSV4,23.69 Lakh,Traction Control,Yes,Features and Safety
Aprilia RSV4,23.69 Lakh,Quick Shifter,Yes,Features and Safety
Aprilia RSV4,23.69 Lakh,Additional Features,"Wheelie Control, Ride Control, Engine brake control, Launch control, Speed limiter",Features and Safety
Aprilia RSV4,23.69 Lakh,Overall Mileage,15.4 kmpl,Mileage and Performance
Aprilia RSV4,23.69 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Aprilia RSV4,23.69 Lakh,Width,735 mm,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Length,2055 mm,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Fuel Capacity,17.9 l,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Fuel Reserve,4 l,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Saddle Height,845 mm,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Wheelbase,1435.8 mm,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Kerb Weight,202 kg,Dimensions and Capacity
Aprilia RSV4,23.69 Lakh,Headlight,LED,Electricals
Aprilia RSV4,23.69 Lakh,Tail Light,LED,Electricals
Aprilia RSV4,23.69 Lakh,Turn Signal Lamp,LED,Electricals
Aprilia RSV4,23.69 Lakh,Front Brake Diameter,330 mm,Tyres and Brakes
Aprilia RSV4,23.69 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Aprilia RSV4,23.69 Lakh,Radial Tyre,Yes,Tyres and Brakes
Aprilia RSV4,23.69 Lakh,Peak Power,216 PS @ 13000 rpm,Motor & Battery
Aprilia RSV4,23.69 Lakh,Drive Type,Chain Drive,Motor & Battery
Aprilia RSV4,23.69 Lakh,Transmission,Manual,Motor & Battery
Aprilia RSV4,23.69 Lakh,Suspension Front,"Smart EC 2.0 electronically managed Öhlins NIX fork. ? 43 mm stanchions, with TIN surface treatment Aluminium radial calliper mounts, adjustable in hydraulic compression and rebound damping and spring",Underpinnings
Aprilia RSV4,23.69 Lakh,Suspension Rear,"Upside-down double braced aluminium swingarm; Öhlins TTX monoshock with Smart EC 2.0 electronically managed piggyback, fully adjustable in: spring pre-load, wheelbase and hydraulic compression and reb",Underpinnings
Aprilia RSV4,23.69 Lakh,Brakes Front,Disc,Underpinnings
Aprilia RSV4,23.69 Lakh,Brakes Rear,Disc,Underpinnings
Aprilia RSV4,23.69 Lakh,ABS,Dual Channel,Underpinnings
Aprilia RSV4,23.69 Lakh,Tyre Size,"Front :-120/70 ZR 17, Rear :-200/55 ZR 17",Underpinnings
Aprilia RSV4,23.69 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Aprilia RSV4,23.69 Lakh,Wheels Type,Alloy,Underpinnings
Aprilia RSV4,23.69 Lakh,Frame,"Aluminium dual beam chassis with pressed and cast sheet elements Available adjustments: headstock position and angle, engine height",Underpinnings
Aprilia RSV4,23.69 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Aprilia SR Storm,1.11 Lakh,Engine Type,Single Cylinder,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Displacement,124.49 cc,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Max Torque,9.7 Nm @ 6000 rpm,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,No. of Cylinders,1,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Cooling System,Air Cooled,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Starting,Kick and Self Start,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Gear Box,CVT,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Aprilia SR Storm,1.11 Lakh,Instrument Console,Analogue and Digital,Features
Aprilia SR Storm,1.11 Lakh,Speedometer,Analogue,Features
Aprilia SR Storm,1.11 Lakh,Odometer,Analogue,Features
Aprilia SR Storm,1.11 Lakh,Seat Type,Single,Features
Aprilia SR Storm,1.11 Lakh,Braking Type,Combi Brake System,Features and Safety
Aprilia SR Storm,1.11 Lakh,Speedometer,Analogue,Features and Safety
Aprilia SR Storm,1.11 Lakh,Odometer,Analogue,Features and Safety
Aprilia SR Storm,1.11 Lakh,Pass Switch,Yes,Features and Safety
Aprilia SR Storm,1.11 Lakh,Overall Mileage,38.5 kmpl,Mileage and Performance
Aprilia SR Storm,1.11 Lakh,Fuel Capacity,6.5 L,Dimensions and Capacity
Aprilia SR Storm,1.11 Lakh,Headlight,Halogen,Electricals
Aprilia SR Storm,1.11 Lakh,Tail Light,LED,Electricals
Aprilia SR Storm,1.11 Lakh,Turn Signal Lamp,LED,Electricals
Aprilia SR Storm,1.11 Lakh,LED Tail Lights,Yes,Electricals
Aprilia SR Storm,1.11 Lakh,Front Brake Diameter,220 mm,Tyres and Brakes
Aprilia SR Storm,1.11 Lakh,Rear Brake Diameter,140 mm,Tyres and Brakes
Aprilia SR Storm,1.11 Lakh,Radial Tyre,Yes,Tyres and Brakes
Aprilia SR Storm,1.11 Lakh,Peak Power,9.92 PS @ 7700 rpm,Motor & Battery
Aprilia SR Storm,1.11 Lakh,Drive Type,Belt Drive,Motor & Battery
Aprilia SR Storm,1.11 Lakh,Transmission,Automatic,Motor & Battery
Aprilia SR Storm,1.11 Lakh,Suspension Front,Front Fork,Underpinnings
Aprilia SR Storm,1.11 Lakh,Suspension Rear,Mono Shock Absorber,Underpinnings
Aprilia SR Storm,1.11 Lakh,Brakes Front,Disc,Underpinnings
Aprilia SR Storm,1.11 Lakh,Brakes Rear,Drum,Underpinnings
Aprilia SR Storm,1.11 Lakh,Tyre Size,"Front :-120/80-12, Rear :- 130/80-12",Underpinnings
Aprilia SR Storm,1.11 Lakh,Wheel Size,"Front :-304.8 mm,Rear :-304.8 mm",Underpinnings
Aprilia SR Storm,1.11 Lakh,Wheels Type,Alloy,Underpinnings
Aprilia SR Storm,1.11 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Aprilia Tuono V4,20.66 Lakh,Engine Type,"4-stroke, liquid cooled, twin-cylinder DOHC engine",Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Max Torque,121 Nm @ 9000 rpm,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Starting,Self Start Only,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Clutch,Multiplate wet clutch with mechanical slipper system,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Gear Box,6 speed,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Bore,81 mm,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Stroke,52.3 mm,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Compression Ratio,13.6:1,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Aprilia Tuono V4,20.66 Lakh,Instrument Console,Digital,Features
Aprilia Tuono V4,20.66 Lakh,Cruise Control,Yes,Features
Aprilia Tuono V4,20.66 Lakh,Speedometer,Digital,Features
Aprilia Tuono V4,20.66 Lakh,Tripmeter,Digital,Features
Aprilia Tuono V4,20.66 Lakh,Additional Features Of Variant,"Aprilia Performance Ride Control, Engine maps, Engine brake management, Wheelie control, Launch control",Features
Aprilia Tuono V4,20.66 Lakh,Seat Type,Split,Features
Aprilia Tuono V4,20.66 Lakh,Speedometer,Digital,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Tripmeter,Digital,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Fuel Gauge,Digital,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Riding Modes,Yes,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Traction Control,Yes,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Quick Shifter,Yes,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Additional Features,"Aprilia Performance Ride Control, Engine maps, Engine brake management, Wheelie control, Launch control",Features and Safety
Aprilia Tuono V4,20.66 Lakh,Display,Yes,Features and Safety
Aprilia Tuono V4,20.66 Lakh,Overall Mileage,14 kmpl,Mileage and Performance
Aprilia Tuono V4,20.66 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Aprilia Tuono V4,20.66 Lakh,Width,810 mm,Dimensions and Capacity
Aprilia Tuono V4,20.66 Lakh,Length,2070 mm,Dimensions and Capacity
Aprilia Tuono V4,20.66 Lakh,Fuel Capacity,17.9 l,Dimensions and Capacity
Aprilia Tuono V4,20.66 Lakh,Fuel Reserve,4 l,Dimensions and Capacity
Aprilia Tuono V4,20.66 Lakh,Saddle Height,837 mm,Dimensions and Capacity
