Bike Name,Price,Feature,Value,Section Title
Honda CD 110 Dream,"73,400",Overall Mileage,65 kmpl,Mileage and Performance
Honda CD 110 Dream,"73,400",Body Type,Commuter Bikes,Chassis and Suspension
Honda CD 110 Dream,"73,400",Width,736 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Length,2044 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Height,1076 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Fuel Capacity,9.1 L,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Saddle Height,720 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Ground Clearance,162 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Wheelbase,1285 mm,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Kerb Weight,112 kg,Dimensions and Capacity
Honda CD 110 Dream,"73,400",Headlight,Halogen,Electricals
Honda CD 110 Dream,"73,400",Tail Light,Bulb,Electricals
Honda CD 110 Dream,"73,400",Turn Signal Lamp,Bulb,Electricals
Honda CD 110 Dream,"73,400",Low Fuel Indicator,Yes,Electricals
Honda CD 110 Dream,"73,400",Front Brake Diameter,130 mm,Tyres and Brakes
Honda CD 110 Dream,"73,400",Rear Brake Diameter,130 mm,Tyres and Brakes
Honda CD 110 Dream,"73,400",Radial Tyre,Yes,Tyres and Brakes
Honda CD 110 Dream,"73,400",Peak Power,8.79 PS @ 7500 rpm,Motor & Battery
Honda CD 110 Dream,"73,400",Drive Type,Chain Drive,Motor & Battery
Honda CD 110 Dream,"73,400",Battery Type,Lead Acid,Motor & Battery
Honda CD 110 Dream,"73,400",Transmission,Manual,Motor & Battery
Honda CD 110 Dream,"73,400",Suspension Front,Telescopic,Underpinnings
Honda CD 110 Dream,"73,400",Suspension Rear,Hydraulic Type,Underpinnings
Honda CD 110 Dream,"73,400",Brakes Front,Drum,Underpinnings
Honda CD 110 Dream,"73,400",Brakes Rear,Drum,Underpinnings
Honda CD 110 Dream,"73,400",Tyre Size,"Front :-80/100-18, Rear :-80/100-18",Underpinnings
Honda CD 110 Dream,"73,400",Wheel Size,"Front :-457.2 mm,Rear :-457.2 mm",Underpinnings
Honda CD 110 Dream,"73,400",Wheels Type,Alloy,Underpinnings
Honda CD 110 Dream,"73,400",Frame,Diamond Type,Underpinnings
Honda CD 110 Dream,"73,400",Tubeless Tyre,Tubeless,Underpinnings
Honda CB300R,2.40 Lakh,Engine Type,"Liquid-cooled, 4 Stroke, SI, BS-VI Engine",Engine and Transmission
Honda CB300R,2.40 Lakh,Displacement,286.01 cc,Engine and Transmission
Honda CB300R,2.40 Lakh,Max Torque,27.5 Nm @ 7500 rpm,Engine and Transmission
Honda CB300R,2.40 Lakh,No. of Cylinders,1,Engine and Transmission
Honda CB300R,2.40 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Honda CB300R,2.40 Lakh,Valve Per Cylinder,4,Engine and Transmission
Honda CB300R,2.40 Lakh,Starting,Self Start Only,Engine and Transmission
Honda CB300R,2.40 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Honda CB300R,2.40 Lakh,Clutch,Multiplate Wet Clutch,Engine and Transmission
Honda CB300R,2.40 Lakh,Gear Box,6 Speed,Engine and Transmission
Honda CB300R,2.40 Lakh,Bore,76.0 mm,Engine and Transmission
Honda CB300R,2.40 Lakh,Stroke,63.043 mm,Engine and Transmission
Honda CB300R,2.40 Lakh,Compression Ratio,10.7:1,Engine and Transmission
Honda CB300R,2.40 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Honda CB300R,2.40 Lakh,Instrument Console,Digital,Features
Honda CB300R,2.40 Lakh,Speedometer,Digital,Features
Honda CB300R,2.40 Lakh,Techometer,Digital,Features
Honda CB300R,2.40 Lakh,Tripmeter,Digital,Features
Honda CB300R,2.40 Lakh,Odometer,Digital,Features
Honda CB300R,2.40 Lakh,Additional Features Of Variant,"Hub Less Floating Disc Brakes, Newly Designed Muffler, New Full LCD Multi Function Meter, Seat Length - 627 mm, Gear Position Indicator, Gear Shift Warning",Features
Honda CB300R,2.40 Lakh,Seat Type,Split,Features
Honda CB300R,2.40 Lakh,Body Graphics,Yes,Features
Honda CB300R,2.40 Lakh,Clock,Digital,Features
Honda CB300R,2.40 Lakh,Passenger Footrest,Yes,Features
Honda CB300R,2.40 Lakh,Pass Switch,Yes,Features and Safety
Honda CB300R,2.40 Lakh,Clock,Digital,Features and Safety
Honda CB300R,2.40 Lakh,Additional Features,"Hub Less Floating Disc Brakes, Newly Designed Muffler, New Full LCD Multi Function Meter, Seat Length - 627 mm, Gear Position Indicator, Gear Shift Warning",Features and Safety
Honda CB300R,2.40 Lakh,Passenger Footrest,Yes,Features and Safety
Honda CB300R,2.40 Lakh,Overall Mileage,30 kmpl,Mileage and Performance
Honda CB300R,2.40 Lakh,Acceleration (0-80 Kmph),4.79s,Mileage and Performance
Honda CB300R,2.40 Lakh,Acceleration (0-100 Kmph),7.35s,Mileage and Performance
Honda CB300R,2.40 Lakh,Quarter Mile,15.57 sec @ 132.21 kmph,Mileage and Performance
Honda CB300R,2.40 Lakh,Roll-ons (30-70 kmph),4.21s,Mileage and Performance
Honda CB300R,2.40 Lakh,Roll-ons (40-80 kmph),5.15s,Mileage and Performance
Honda CB300R,2.40 Lakh,Braking (60-0 Kmph),17.86m,Mileage and Performance
Honda CB300R,2.40 Lakh,Braking (80-0 Kmph),31.72m,Mileage and Performance
Honda CB300R,2.40 Lakh,Braking (100-0 Kmph),51.07m,Mileage and Performance
Honda CB300R,2.40 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Honda CB300R,2.40 Lakh,Body Graphics,Yes,Chassis and Suspension
Honda CB300R,2.40 Lakh,Width,802 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Length,2017 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Height,1047 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Fuel Capacity,9.7 L,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Saddle Height,801 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Ground Clearance,157 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Wheelbase,1352 mm,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Kerb Weight,146 kg,Dimensions and Capacity
Honda CB300R,2.40 Lakh,Headlight,LED,Electricals
Honda CB300R,2.40 Lakh,Tail Light,LED,Electricals
Honda CB300R,2.40 Lakh,Turn Signal Lamp,LED,Electricals
Honda CB300R,2.40 Lakh,Projector Headlights,LED Projector,Electricals
Honda CB300R,2.40 Lakh,Low Fuel Indicator,Yes,Electricals
Honda CB300R,2.40 Lakh,Front Brake Diameter,296 mm,Tyres and Brakes
Honda CB300R,2.40 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Honda CB300R,2.40 Lakh,Front Tyre Pressure (Rider),29 psi,Tyres and Brakes
Honda CB300R,2.40 Lakh,Front Tyre Pressure (Rider & Pillion),29 psi,Tyres and Brakes
Honda CB300R,2.40 Lakh,Rear Tyre Pressure (Rider),33 psi,Tyres and Brakes
Honda CB300R,2.40 Lakh,Rear Tyre Pressure (Rider & Pillion),33 psi,Tyres and Brakes
Honda CB300R,2.40 Lakh,0-100 Kmph (sec),7.35s,Performance
Honda CB300R,2.40 Lakh,Peak Power,31.13 PS @ 9000 rpm,Motor & Battery
Honda CB300R,2.40 Lakh,Drive Type,Chain Drive,Motor & Battery
Honda CB300R,2.40 Lakh,Transmission,Manual,Motor & Battery
Honda CB300R,2.40 Lakh,Suspension Front,USD,Underpinnings
Honda CB300R,2.40 Lakh,Suspension Rear,7 Step adjustable monoshock,Underpinnings
Honda CB300R,2.40 Lakh,Brakes Front,Disc,Underpinnings
Honda CB300R,2.40 Lakh,Brakes Rear,Disc,Underpinnings
Honda CB300R,2.40 Lakh,ABS,Dual Channel,Underpinnings
Honda CB300R,2.40 Lakh,Tyre Size,"Front :-110/70-R17, Rear :-150/60-R17",Underpinnings
Honda CB300R,2.40 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Honda CB300R,2.40 Lakh,Wheels Type,Alloy,Underpinnings
Honda CB300R,2.40 Lakh,Frame,Diamond Type,Underpinnings
Honda CB300R,2.40 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Honda Gold Wing,39.16 Lakh,Engine Type,Liquid-cooled 4-stroke 24-valve SOHC flat-6 engine,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Displacement,1833 cc,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Max Torque,170 Nm @ 4500 rpm,Engine and Transmission
Honda Gold Wing,39.16 Lakh,No. of Cylinders,6,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Valve Per Cylinder,4,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Starting,Self Start Only,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Clutch,"(DCT) Hydraulic, wet, multi-plate with oil pressure",Engine and Transmission
Honda Gold Wing,39.16 Lakh,Ignition,Full Transistorized Ignition,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Gear Box,7 Speed,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Bore,73 mm,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Stroke,73 mm,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Compression Ratio,10.5:1,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Honda Gold Wing,39.16 Lakh,Instrument Console,Analogue and Digital,Features
Honda Gold Wing,39.16 Lakh,Bluetooth Connectivity,Bluetooth,Features
Honda Gold Wing,39.16 Lakh,Navigation,Yes,Features
Honda Gold Wing,39.16 Lakh,USB Charging Port,Yes,Features
Honda Gold Wing,39.16 Lakh,Music Control,Yes,Features
Honda Gold Wing,39.16 Lakh,Cruise Control,Yes,Features
Honda Gold Wing,39.16 Lakh,Speedometer,Analogue,Features
Honda Gold Wing,39.16 Lakh,Techometer,Analogue,Features
Honda Gold Wing,39.16 Lakh,Tripmeter,Digital,Features
Honda Gold Wing,39.16 Lakh,Odometer,Digital,Features
Honda Gold Wing,39.16 Lakh,Additional Features Of Variant,"DCT Plus Reserve, Integrated Starter Generator, Idling Stop, Apple Car Play Integration,Hill Start Assist, Smart Key, Throttle By Wire, Honda Selectable Torque Control (HSTC), Android Auto, CO2 Emissions - 127g/km, Throttle Bore - 50 mm, Air Cleaner - Viscous,Cartridge Type Paper Filter, ACG Power Generation Capacity - 12V / 120A, Caster Angle - 30 Degree, Trail - 109 mm, Turning Radius - 3.4m, Trunk Capacity - 61 L (Length - 34mm, Width - 48mm, Height - 46mm)",Features
Honda Gold Wing,39.16 Lakh,Seat Type,Split,Features
Honda Gold Wing,39.16 Lakh,Clock,Digital,Features
Honda Gold Wing,39.16 Lakh,Stepup Seat,Yes,Features
Honda Gold Wing,39.16 Lakh,Passenger Footrest,Yes,Features
Honda Gold Wing,39.16 Lakh,Speedometer,Analogue,Features and Safety
Honda Gold Wing,39.16 Lakh,Tachometer,Analogue,Features and Safety
Honda Gold Wing,39.16 Lakh,Odometer,Digital,Features and Safety
Honda Gold Wing,39.16 Lakh,Tripmeter,Digital,Features and Safety
Honda Gold Wing,39.16 Lakh,Fuel Gauge,Digital,Features and Safety
Honda Gold Wing,39.16 Lakh,Pass Switch,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Clock,Digital,Features and Safety
Honda Gold Wing,39.16 Lakh,Riding Modes,"Rain,Sports",Features and Safety
Honda Gold Wing,39.16 Lakh,Traction Control,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Adjustable Windscreen,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Additional Features,"DCT Plus Reserve, Integrated Starter Generator, Idling Stop, Apple Car Play Integration,Hill Start Assist, Smart Key, Throttle By Wire, Honda Selectable Torque Control (HSTC), Android Auto, CO2 Emissions - 127g/km, Throttle Bore - 50 mm, Air Cleaner - Viscous,Cartridge Type Paper Filter, ACG Power Generation Capacity - 12V / 120A, Caster Angle - 30 Degree, Trail - 109 mm, Turning Radius - 3.4m, Trunk Capacity - 61 L (Length - 34mm, Width - 48mm, Height - 46mm)",Features and Safety
Honda Gold Wing,39.16 Lakh,Airbag,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Stepup Seat,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Passenger Footrest,Yes,Features and Safety
Honda Gold Wing,39.16 Lakh,Display,7-inch full-colour TFT liquid crystal display,Features and Safety
Honda Gold Wing,39.16 Lakh,Overall Mileage,14 kmpl,Mileage and Performance
Honda Gold Wing,39.16 Lakh,Body Type,Tourer Bikes,Chassis and Suspension
Honda Gold Wing,39.16 Lakh,Width,905 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Length,2615 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Height,1430 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Fuel Capacity,21.1 L,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Saddle Height,745 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Ground Clearance,130 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Wheelbase,1695 mm,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Kerb Weight,390 kg,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Engine Oil,5.6 L,Dimensions and Capacity
Honda Gold Wing,39.16 Lakh,Headlight,LED,Electricals
Honda Gold Wing,39.16 Lakh,Tail Light,LED,Electricals
Honda Gold Wing,39.16 Lakh,Turn Signal Lamp,LED,Electricals
Honda Gold Wing,39.16 Lakh,DRLs,Yes,Electricals
Honda Gold Wing,39.16 Lakh,LED Tail Lights,Yes,Electricals
Honda Gold Wing,39.16 Lakh,Low Battery Indicator,Yes,Electricals
Honda Gold Wing,39.16 Lakh,Low Oil Indicator,Yes,Electricals
Honda Gold Wing,39.16 Lakh,Low Fuel Indicator,Yes,Electricals
Honda Gold Wing,39.16 Lakh,Front Brake Diameter,320 mm,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Rear Brake Diameter,316 mm,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Radial Tyre,Yes,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Front Tyre Pressure (Rider),36 psi,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Front Tyre Pressure (Rider & Pillion),38 psi,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Rear Tyre Pressure (Rider),41 psi,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Rear Tyre Pressure (Rider & Pillion),42 psi,Tyres and Brakes
Honda Gold Wing,39.16 Lakh,Peak Power,126.4 PS @ 5500 rpm,Motor & Battery
Honda Gold Wing,39.16 Lakh,Drive Type,Shaft Drive,Motor & Battery
Honda Gold Wing,39.16 Lakh,Reverse Assist,Yes,Motor & Battery
Honda Gold Wing,39.16 Lakh,Transmission,Automatic,Motor & Battery
Honda Gold Wing,39.16 Lakh,Suspension Front,Double Wishbone,Underpinnings
Honda Gold Wing,39.16 Lakh,Suspension Rear,Pro Link,Underpinnings
Honda Gold Wing,39.16 Lakh,Brakes Front,Disc,Underpinnings
Honda Gold Wing,39.16 Lakh,Brakes Rear,Disc,Underpinnings
Honda Gold Wing,39.16 Lakh,ABS,Dual Channel,Underpinnings
Honda Gold Wing,39.16 Lakh,Tyre Size,Front :-130/70-R18 Rear :-200/55-R16,Underpinnings
Honda Gold Wing,39.16 Lakh,Wheel Size,"Front :-457.2 mm,Rear :-406.4 mm",Underpinnings
Honda Gold Wing,39.16 Lakh,Wheels Type,Alloy,Underpinnings
Honda Gold Wing,39.16 Lakh,Frame,"Aluminum die-cast, twin-tube",Underpinnings
Honda Gold Wing,39.16 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Honda Gold Wing,39.16 Lakh,Navigation assist,Yes,App Features
Honda Gold Wing,39.16 Lakh,Low battery alert,Yes,App Features
Honda NX500,5.90 Lakh,Engine Type,Liquid-cooled 4-stroke DOHC parallel twin,Engine and Transmission
Honda NX500,5.90 Lakh,Displacement,471 cc,Engine and Transmission
Honda NX500,5.90 Lakh,Max Torque,43 Nm @ 6500 rpm,Engine and Transmission
Honda NX500,5.90 Lakh,No. of Cylinders,2,Engine and Transmission
Honda NX500,5.90 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Honda NX500,5.90 Lakh,Starting,Self Start Only,Engine and Transmission
Honda NX500,5.90 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Honda NX500,5.90 Lakh,Clutch,Wet multiplate,Engine and Transmission
Honda NX500,5.90 Lakh,Gear Box,6 Speed,Engine and Transmission
Honda NX500,5.90 Lakh,Bore,67 mm,Engine and Transmission
Honda NX500,5.90 Lakh,Stroke,66.8 mm,Engine and Transmission
Honda NX500,5.90 Lakh,Compression Ratio,10.7:1,Engine and Transmission
Honda NX500,5.90 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Honda NX500,5.90 Lakh,Instrument Console,Digital,Features
Honda NX500,5.90 Lakh,Speedometer,Digital,Features
Honda NX500,5.90 Lakh,Techometer,Digital,Features
Honda NX500,5.90 Lakh,Tripmeter,Digital,Features
Honda NX500,5.90 Lakh,Odometer,Digital,Features
Honda NX500,5.90 Lakh,Additional Features Of Variant,"Honda Road Sync, Honda Selectable Torque Control",Features
Honda NX500,5.90 Lakh,Seat Type,Split,Features
Honda NX500,5.90 Lakh,Body Graphics,Yes,Features
Honda NX500,5.90 Lakh,Clock,Yes,Features
Honda NX500,5.90 Lakh,Passenger Footrest,Yes,Features
Honda NX500,5.90 Lakh,Mobile Application,Yes,Features and Safety
Honda NX500,5.90 Lakh,Pass Switch,Yes,Features and Safety
Honda NX500,5.90 Lakh,Clock,Yes,Features and Safety
Honda NX500,5.90 Lakh,Adjustable Windscreen,Yes,Features and Safety
Honda NX500,5.90 Lakh,Additional Features,"Honda Road Sync, Honda Selectable Torque Control",Features and Safety
Honda NX500,5.90 Lakh,Passenger Footrest,Yes,Features and Safety
Honda NX500,5.90 Lakh,Engine Kill Switch,Yes,Features and Safety
Honda NX500,5.90 Lakh,Display,5-inch full colour TFT screen,Features and Safety
Honda NX500,5.90 Lakh,Overall Mileage,27.78 kmpl,Mileage and Performance
Honda NX500,5.90 Lakh,Body Type,Adventure Tourer Bikes,Chassis and Suspension
Honda NX500,5.90 Lakh,Body Graphics,Yes,Chassis and Suspension
Honda NX500,5.90 Lakh,Width,829 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Length,2165 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Height,1413 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Fuel Capacity,17.5 L,Dimensions and Capacity
Honda NX500,5.90 Lakh,Saddle Height,830 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Ground Clearance,181 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Wheelbase,1447 mm,Dimensions and Capacity
Honda NX500,5.90 Lakh,Kerb Weight,196 kg,Dimensions and Capacity
Honda NX500,5.90 Lakh,Engine Oil,3.2 L,Dimensions and Capacity
Honda NX500,5.90 Lakh,Headlight,LED,Electricals
Honda NX500,5.90 Lakh,Tail Light,LED,Electricals
Honda NX500,5.90 Lakh,Turn Signal Lamp,LED,Electricals
Honda NX500,5.90 Lakh,Low Fuel Indicator,Yes,Electricals
Honda NX500,5.90 Lakh,Front Brake Diameter,296 mm,Tyres and Brakes
Honda NX500,5.90 Lakh,Rear Brake Diameter,240 mm,Tyres and Brakes
Honda NX500,5.90 Lakh,Peak Power,47.5 PS @ 8600 rpm,Motor & Battery
Honda NX500,5.90 Lakh,Drive Type,Chain drive,Motor & Battery
Honda NX500,5.90 Lakh,Battery Capacity,12V / 7.4AH,Motor & Battery
Honda NX500,5.90 Lakh,Transmission,Manual,Motor & Battery
Honda NX500,5.90 Lakh,Suspension Front,Showa 41mm USD Forks,Underpinnings
Honda NX500,5.90 Lakh,Suspension Rear,Prolink Monoshock,Underpinnings
Honda NX500,5.90 Lakh,Brakes Front,Double Disc,Underpinnings
Honda NX500,5.90 Lakh,Brakes Rear,Disc,Underpinnings
Honda NX500,5.90 Lakh,ABS,Dual Channel,Underpinnings
Honda NX500,5.90 Lakh,Tyre Size,"Front :-110/80-R19, Rear :-160/60-R17",Underpinnings
Honda NX500,5.90 Lakh,Wheel Size,"Front :-482.6 mm,Rear :-431.8 mm",Underpinnings
Honda NX500,5.90 Lakh,Wheels Type,Alloy,Underpinnings
Honda NX500,5.90 Lakh,Frame,Diamond Still,Underpinnings
Honda NX500,5.90 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Honda NX500,5.90 Lakh,Mobile Application,Yes,What’s Included
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Engine Type,"Liquid-cooled, 4 Stroke, SI Engine, DCT",Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Displacement,1082.96 cc,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Max Torque,103 Nm @ 6000 rpm,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,No. of Cylinders,2,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Valve Per Cylinder,4,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Starting,Self Start Only,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Clutch,2 Multiplate Wet Clutches,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Ignition,"Electronic, digital transistor",Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Gear Box,Automatic Dual Clutch Transmission,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Bore,92 mm,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Stroke,81.455 mm,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Compression Ratio,10.0:1,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Bluetooth Connectivity,Bluetooth,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,USB Charging Port,Yes,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Cruise Control,Yes,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Speedometer,Digital,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Tripmeter,Digital,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Odometer,Digital,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Additional Features Of Variant,"Honda Selectable Torque Control, Wheelie control, Throttle By Wire, Apple CarPlay, Android Auto, New Exhaust System",Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Seat Type,Split,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Clock,Yes,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Passenger Footrest,Yes,Features
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Switchable ABS,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Speedometer,Digital,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Odometer,Digital,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Tripmeter,Digital,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Fuel Gauge,Digital,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Pass Switch,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Clock,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Riding Modes,"Off-Road,Touring,Urban,Yes",Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Power Modes,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Quick Shifter,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Adjustable Windscreen,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Additional Features,"Honda Selectable Torque Control, Wheelie control, Throttle By Wire, Apple CarPlay, Android Auto, New Exhaust System",Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Passenger Footrest,Yes,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Display,6.5 inch TFT Touch screen,Features and Safety
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Overall Mileage,20 kmpl,Mileage and Performance
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Body Type,"Adventure Tourer Bikes, Off Road Bikes",Chassis and Suspension
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Width,963 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Length,2307 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Height,1523 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Fuel Capacity,24.5 L,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Saddle Height,810-830 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Ground Clearance,210 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Wheelbase,1558 mm,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Kerb Weight,249 kg,Dimensions and Capacity
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Headlight,LED,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Tail Light,LED,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Turn Signal Lamp,LED,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,DRLs,Yes,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,LED Tail Lights,Yes,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Low Fuel Indicator,Yes,Electricals
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Front Brake Diameter,310 mm,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Rear Brake Diameter,256 mm,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Front Tyre Pressure (Rider),29 psi,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Front Tyre Pressure (Rider & Pillion),32 psi,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Rear Tyre Pressure (Rider),36 psi,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Rear Tyre Pressure (Rider & Pillion),41 psi,Tyres and Brakes
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Peak Power,99.2 PS @ 7500 rpm,Motor & Battery
Honda CRF1100L Africa Twin,15.97 - 17.51 Lakh,Drive Type,Chain Drive,Motor & Battery
